CU Number,Status,Type,Type Description,Description 1,Description 2,Creation Date,Modified Date
SB120130USS1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/130/UGSS1StreetlightPoleBPM,SB120130USS1,11/10/2013,19/11/2015
SB120145O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/145/OHStreetlightPole,BPM",SB120145O,11/10/2013,19/11/2015
SB120145OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/145/OHCIStreetlightPole,BPM",SB120145OCI,11/10/2013,19/11/2015
SB120145OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/145/OHPCStreetlightPoleBPM,SB120145OPC,14/02/2014,19/11/2015
SB120145U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/145/UGStreetlightPole,BPM",SB120145U,11/10/2013,19/11/2015
SB120145UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/145/UGCI1StreetlightPoleBPM,SB120145UCI1,11/10/2013,19/11/2015
SB120145UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/145/UGPCStreetlightPoleBPM,SB120145UPC,14/02/2014,19/11/2015
SB120145USS1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/145/UGSS1StreetlightPoleBPM,SB120145USS1,11/10/2013,19/11/2015
SB1201HMU,Active,SL,19200. STREET LIGHTING MATERIALS,St/Lt Pole BPM 12.0m HM 1xO/R UG,SB1201HMU,10/10/2023,10/10/2023
SB1201HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12m HM 1xO/R UG Cst In Situ,SB1201HMUCI1,10/10/2023,10/10/2023
SB1201HMUPC,Active,SL,19200. STREET LIGHTING MATERIALS,St/Lt Pole BPM 12.0m HM 1xO/R UG Precast,SB1201HMUPC,10/10/2023,10/10/2023
SB1201HMUSS1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12m HM 1xO/R UG Sp Shallow,SB1201HMUSS1,10/10/2023,10/10/2023
SB120215O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/215/OHStreetlightPole,BPM",SB120215O,11/10/2013,19/11/2015
SB120215OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/215/OHCIStreetlightPole,BPM",SB120215OCI,11/10/2013,19/11/2015
SB120215OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/215/OHPCStreetlightPoleBPM,SB120215OPC,14/02/2014,19/11/2015
SB120215U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/215/UGStreetlightPole,BPM",SB120215U,11/10/2013,19/11/2015
SB120215UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/215/UGCI1StreetlightPoleBPM,SB120215UCI1,11/10/2013,19/11/2015
SB120215UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/215/UGPCStreetlightPoleBPM,SB120215UPC,14/02/2014,19/11/2015
SB120215USS1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/215/UGSS1StreetlightPoleBPM,SB120215USS1,11/10/2013,19/11/2015
SB120230O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/230/OHStreetlightPole,BPM",SB120230O,11/10/2013,19/11/2015
SB120230OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/230/OHCIStreetlightPole,BPM",SB120230OCI,11/10/2013,19/11/2015
SB120230OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/230/OHPCStreetlightPoleBPM,SB120230OPC,14/02/2014,19/11/2015
SB120230U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/230/UGStreetlightPole,BPM",SB120230U,11/10/2013,19/11/2015
SB120230UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/230/UGCI1StreetlightPoleBPM,SB120230UCI1,11/10/2013,19/11/2015
SB120230UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/230/UGPCStreetlightPoleBPM,SB120230UPC,14/02/2014,19/11/2015
SB120230USS1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/230/UGSS1StreetlightPoleBPM,SB120230USS1,11/10/2013,19/11/2015
SB120245O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/245/OHStreetlightPole,BPM",SB120245O,11/10/2013,19/11/2015
SB120245OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/245/OHCIStreetlightPole,BPM",SB120245OCI,11/10/2013,19/11/2015
SB120245OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/245/OHPCStreetlightPoleBPM,SB120245OPC,14/02/2014,19/11/2015
SB120245U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/120/245/UGStreetlightPole,BPM",SB120245U,11/10/2013,19/11/2015
SB120245UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/245/UGCI1StreetlightPoleBPM,SB120245UCI1,11/10/2013,19/11/2015
SB120245UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/245/UGPCStreetlightPoleBPM,SB120245UPC,14/02/2014,19/11/2015
SB120245USS1,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/120/245/UGSS1StreetlightPoleBPM,SB120245USS1,11/10/2013,19/11/2015
SB1202HMU,Active,SL,19200. STREET LIGHTING MATERIALS,St/Light Pole BPM 12.0m HM 2xO/R UG,SB1202HMU,10/10/2023,10/10/2023
SB1202HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12m HM 2xO/R UG Cst In Situ,SB1202HMUCI1,10/10/2023,10/10/2023
SB1202HMUPC,Active,SL,19200. STREET LIGHTING MATERIALS,St/Lt Pole BPM 12.0m HM 2xO/R UG Precast,SB1202HMUPC,10/10/2023,10/10/2023
SB1202HMUSS1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12m HM 2xO/R UG Sp Shallow,SB1202HMUSS1,10/10/2023,10/10/2023
SB1203HMU,Active,SL,19200. STREET LIGHTING MATERIALS,St/Light Pole BPM 12.0m HM 3xO/R UG,SB1203HMU,10/10/2023,10/10/2023
SB1203HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12m HM 3xO/R UG Cst In Situ,SB1203HMUCI1,10/10/2023,10/10/2023
SB1203HMUPC,Active,SL,19200. STREET LIGHTING MATERIALS,S/Light BPM 12m 3xOR HM U/G P/C,SB1203HMUPC,14/06/2023,14/06/2023
SB1203HMUSS1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12m HM 3xO/R UG Sp Shallow,SB1203HMUSS1,10/10/2023,10/10/2023
SB1204HMU,Active,SL,19200. STREET LIGHTING MATERIALS,St/Light Pole BPM 12.0m HM 4xO/R UG,SB1204HMU,10/10/2023,10/10/2023
SB1204HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SL BPM HM120/UGStreetlightPole,BPMCI",SB1204HMUCI1,27/07/2022,27/07/2022
SB1204HMUPC,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12.0m HM 4xO/R UG Precast,SB1204HMUPC,10/10/2023,10/10/2023
SB1204HMUSS1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 12.0m HM 4xO/R UG Sp Shallw,SB1204HMUSS1,10/10/2023,10/10/2023
SB150115O,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/115/OHStreetlightPoleBPM,SB150115O,14/02/2014,19/11/2015
SB150115OCI,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/115/OHCIStreetlightPoleBPM,SB150115OCI,14/02/2014,19/11/2015
SB150130O,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/130/OHStreetlightPoleBPM,SB150130O,14/02/2014,19/11/2015
SB150130OCI,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/130/OHCIStreetlightPoleBPM,SB150130OCI,14/02/2014,19/11/2015
SB150145O,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/145/OHStreetlightPoleBPM,SB150145O,14/02/2014,19/11/2015
SB150145OCI,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/145/OHCIStreetlightPoleBPM,SB150145OCI,14/02/2014,19/11/2015
SB1501HMU,Active,SL,19200. STREET LIGHTING MATERIALS,St/Light Pole BPM 15.0m HM 1xO/R UG,SB1501HMU,10/10/2023,10/10/2023
SB1501HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 15m HM 1xO/R UG Cst In Situ,SB1501HMUCI1,10/10/2023,10/10/2023
SB150215O,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/215/OHStreetlightPoleBPM,SB150215O,14/02/2014,19/11/2015
SB150215OCI,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/215/OHCIStreetlightPoleBPM,SB150215OCI,14/02/2014,19/11/2015
SB150230O,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/230/OHStreetlightPoleBPM,SB150230O,14/02/2014,19/11/2015
SB150230OCI,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/230/OHCIStreetlightPoleBPM,SB150230OCI,14/02/2014,19/11/2015
SB150245O,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/245/OHStreetlightPoleBPM,SB150245O,14/02/2014,19/11/2015
SB150245OCI,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/150/245/OHCIStreetlightPoleBPM,SB150245OCI,14/02/2014,19/11/2015
SB1502HMU,Active,SL,19200. STREET LIGHTING MATERIALS,"SL BPM HM150/UGStreetlightPole,BPM",SB1502HMU,3/07/2020,3/07/2020
SB1502HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 15m HM 2xO/R UG Cst In Situ,SB1502HMUCI1,10/10/2023,10/10/2023
SB1503HMU,Active,SL,19200. STREET LIGHTING MATERIALS,St/Light Pole BPM 15.0m HM 3xO/R UG,SB1503HMU,10/10/2023,10/10/2023
SB1503HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SL BPM HM150/UGStreetlightPole,BPMCI",SB1503HMUCI1,4/06/2019,4/06/2019
SB1504HMU,Active,SL,19200. STREET LIGHTING MATERIALS,St/Light Pole BPM 15.0m HM 4xO/R UG,SB1504HMU,10/10/2023,10/10/2023
SB1504HMUCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SL BPM HM150/UGStreetlightPole,BPMCI",SB1504HMUCI1,4/06/2019,4/06/2019
SB50H0I05,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05Streetlight,hinge; gal",SB50H0I05,30/04/2014,3/02/2022
SB50H0I05CI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05CI;S/light,hinge; gal;cis",SB50H0I05CI,30/04/2014,3/02/2022
SB50H0I05PC,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05PC;S/light,hinge; gal;pre",SB50H0I05PC,30/04/2014,3/02/2022
SB50H1I05,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05Streetlight,hinge; green",SB50H1I05,1/05/2014,3/02/2022
SB50H1I05CI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05CI;S/light,hinge; green;cis",SB50H1I05CI,1/05/2014,3/02/2022
SB50H1I05PC,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05PC;S/light,hinge; green;pre",SB50H1I05PC,1/05/2014,3/02/2022
SB50H2I05,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05Streetlight,hinge; blue/g",SB50H2I05,1/05/2014,3/02/2022
SB50H2I05CI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05CI;S/light,hinge; blue/g;cis",SB50H2I05CI,1/05/2014,3/02/2022
SB50H2I05PC,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05PC;S/light,hinge; blue/g;pre",SB50H2I05PC,1/05/2014,3/02/2022
SB50H3I05,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05Streetlight,hinge; black",SB50H3I05,1/05/2014,3/02/2022
SB50H3I05CI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05CI;S/light,hinge; black;cis",SB50H3I05CI,1/05/2014,3/02/2022
SB50H3I05PC,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/50/I05PC;S/light,hinge; black;pre",SB50H3I05PC,1/05/2014,3/02/2022
SB65I05,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/65/I05StreetlightPole,BPMSteel; In",SB65I05,6/02/2014,19/11/2015
SB65I05CI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/65/I05CIStreetlightPole,BPM",SB65I05CI,6/02/2014,19/11/2015
SB65I05PC,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/65/I05PCStreetlightPole,BPM",SB65I05PC,6/02/2014,19/11/2015
SB75115,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/75/115StreetlightPole,BPMSteel",SB75115,11/10/2013,19/11/2015
SB75115CI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/75/115CIStreetlightPole,BPM",SB75115CI,11/10/2013,19/11/2015
SB75115PC,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/75/115PCStreetlightPole,BPM",SB75115PC,11/10/2013,19/11/2015
SB75215,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/75/215StreetlightPole,BPMSteel",SB75215,11/10/2013,19/11/2015
SB75215CI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/75/215CIStreetlightPole,BPM",SB75215CI,11/10/2013,19/11/2015
SB75215PC,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/75/215PCStreetlightPole,BPM",SB75215PC,11/10/2013,19/11/2015
SB90115O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/115/OHStreetlightPole,BPM",SB90115O,11/10/2013,19/11/2015
SB90115OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/115/OHCIStreetlightPole,BPM",SB90115OCI,11/10/2013,19/11/2015
SB90115OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/115/OHPCStreetlightPoleBPM,SB90115OPC,14/02/2014,19/11/2015
SB90115U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/115/UGStreetlightPole,BPM",SB90115U,11/10/2013,19/11/2015
SB90115UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/115/UGCI1StreetlightPole,BPM",SB90115UCI1,11/10/2013,19/11/2015
SB90115UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/115/UGPCStreetlightPoleBPM,SB90115UPC,14/02/2014,19/11/2015
SB90115USS1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/115/UGSS1StreetlightPole,BPM",SB90115USS1,11/10/2013,19/11/2015
SB90130O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/130/OHStreetlightPole,BPM",SB90130O,11/10/2013,19/11/2015
SB90130OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/130/OHCIStreetlightPole,BPM",SB90130OCI,11/10/2013,19/11/2015
SB90130OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/130/OHPCStreetlightPoleBPM,SB90130OPC,14/02/2014,19/11/2015
SB90130U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/130/UGStreetlightPole,BPM",SB90130U,11/10/2013,19/11/2015
SB90130UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/130/UGCI1StreetlightPole,BPM",SB90130UCI1,11/10/2013,19/11/2015
SB90130UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/130/UGPCStreetlightPoleBPM,SB90130UPC,14/02/2014,19/11/2015
SB90130USS1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/130/UGSS1StreetlightPole,BPM",SB90130USS1,11/10/2013,19/11/2015
SB90145O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/145/OHStreetlightPole,BPM",SB90145O,11/10/2013,19/11/2015
SB90145OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/145/OHCIStreetlightPole,BPM",SB90145OCI,11/10/2013,19/11/2015
SB90145OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/145/OHPCStreetlightPoleBPM,SB90145OPC,14/02/2014,19/11/2015
SB90145U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/145/UGStreetlightPole,BPM",SB90145U,11/10/2013,19/11/2015
SB90145UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/145/UGCI1StreetlightPole,BPM",SB90145UCI1,11/10/2013,19/11/2015
SB90145UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/145/UGPCStreetlightPoleBPM,SB90145UPC,14/02/2014,19/11/2015
SB90145USS1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/145/UGSS1StreetlightPole,BPM",SB90145USS1,11/10/2013,19/11/2015
SB90215O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/215/OHStreetlightPole,BPM",SB90215O,11/10/2013,19/11/2015
SB90215OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/215/OHCIStreetlightPole,BPM",SB90215OCI,11/10/2013,19/11/2015
SB90215OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/215/OHPCStreetlightPoleBPM,SB90215OPC,14/02/2014,19/11/2015
SB90215U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/215/UGStreetlightPole,BPM",SB90215U,11/10/2013,19/11/2015
SB90215UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/215/UGCI1StreetlightPole,BPM",SB90215UCI1,11/10/2013,19/11/2015
SB90215UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/215/UGPCStreetlightPoleBPM,SB90215UPC,14/02/2014,19/11/2015
SB90215USS1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/215/UGSS1StreetlightPole,BPM",SB90215USS1,11/10/2013,19/11/2015
SB90230O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/230/OHStreetlightPole,BPM",SB90230O,11/10/2013,19/11/2015
SB90230OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/230/OHCIStreetlightPole,BPM",SB90230OCI,11/10/2013,19/11/2015
SB90230OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/230/OHPCStreetlightPoleBPM,SB90230OPC,14/02/2014,19/11/2015
SB90230U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/230/UGStreetlightPole,BPM",SB90230U,11/10/2013,19/11/2015
SB90230UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/230/UGCI1StreetlightPole,BPM",SB90230UCI1,11/10/2013,19/11/2015
SB90230UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/230/UGPCStreetlightPoleBPM,SB90230UPC,14/02/2014,19/11/2015
SB90230USS1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/230/UGSS1StreetlightPole,BPM",SB90230USS1,11/10/2013,19/11/2015
SB90245O,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/245/OHStreetlightPole,BPM",SB90245O,11/10/2013,19/11/2015
SB90245OCI,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/245/OHCIStreetlightPole,BPM",SB90245OCI,11/10/2013,19/11/2015
SB90245OPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/245/OHPCStreetlightPoleBPM,SB90245OPC,14/02/2014,19/11/2015
SB90245U,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/245/UGStreetlightPole,BPM",SB90245U,11/10/2013,19/11/2015
SB90245UCI1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/245/UGCI1StreetlightPole,BPM",SB90245UCI1,11/10/2013,19/11/2015
SB90245UPC,Active,SL,19200. STREET LIGHTING MATERIALS,SLBPM/90/245/UGPCStreetlightPoleBPM,SB90245UPC,14/02/2014,19/11/2015
SB90245USS1,Active,SL,19200. STREET LIGHTING MATERIALS,"SLBPM/90/245/UGSS1StreetlightPole,BPM",SB90245USS1,11/10/2013,19/11/2015
SB90H0I15,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 9m M-Hing Int 1.5m O/R,SB90H0I15,10/10/2023,10/10/2023
SB90H0I15CI,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 9m M-Hing Int 1.5m O/R CIS,SB90H0I15CI,10/10/2023,10/10/2023
SB90H0I15PC,Active,SL,19200. STREET LIGHTING MATERIALS,S/L Pole BPM 9m M-Hing Int 1.5m O/R P/Ct,SB90H0I15PC,10/10/2023,10/10/2023
SC0005640,Active,SL,19200. STREET LIGHTING MATERIALS,"POLE,PUBLIC LIGHTING STEEL GALV 8.5m",SC0005640,16/08/2010,23/11/2015
SC0005747,Active,SL,19200. STREET LIGHTING MATERIALS,"OUTREACH ARM, DOUBLE,PUBLIC LGH 3M",SC0005747,21/07/2010,23/11/2015
SC0011324,Active,SL,19200. STREET LIGHTING MATERIALS,M50-125 Syl. Dish Cover,SC0011324,21/07/2010,21/07/2010
SC0011327,Active,SL,19200. STREET LIGHTING MATERIALS,"M/S 150-250 Sq Syl Cover, Light Fixture",SC0011327,21/07/2010,21/07/2010
SC0011328,Active,SL,19200. STREET LIGHTING MATERIALS,"M50w Bowl Cover, Light Fixture",SC0011328,21/07/2010,21/07/2010
SC0011609,Active,SL,19200. STREET LIGHTING MATERIALS,Bowl Cover Interal Baffle,SC0011609,21/07/2010,21/07/2010
SC0011610,Active,SL,19200. STREET LIGHTING MATERIALS,"Adaptor, Pedestiran Crossing Mount",SC0011610,21/07/2010,21/07/2010
SC0012420,Active,SL,19200. STREET LIGHTING MATERIALS,CIRCUIT BREAKER 10AMP,SC0012420,21/07/2010,21/07/2010
SC0012423,Active,SL,19200. STREET LIGHTING MATERIALS,S150w Control Gear,SC0012423,21/07/2010,21/07/2010
SC0012424,Active,SL,19200. STREET LIGHTING MATERIALS,S250w Control Gear,SC0012424,21/07/2010,21/07/2010
SC0012425,Active,SL,19200. STREET LIGHTING MATERIALS,S400w Control Gear,SC0012425,21/07/2010,21/07/2010
SC0013122,Active,SL,19200. STREET LIGHTING MATERIALS,LAMP S150W GES LAMP,SC0013122,16/07/2010,16/07/2010
SC0013123,Active,SL,19200. STREET LIGHTING MATERIALS,LAMP S250W GES LAMP,SC0013123,16/07/2010,16/07/2010
SC0013124,Active,SL,19200. STREET LIGHTING MATERIALS,LAMP S400W GES LAMP,SC0013124,16/07/2010,16/07/2010
SC0013216,Active,SL,19200. STREET LIGHTING MATERIALS,8.5M SBM S/L POLE,SC0013216,21/07/2010,15/05/2012
SC0013446,Active,SL,19200. STREET LIGHTING MATERIALS,COVER URBAN CUT-OFF MINOR ROAD,SC0013446,16/07/2010,16/07/2010
SC0013469,Active,SL,19200. STREET LIGHTING MATERIALS,LAMP S70W DIFF ES,SC0013469,16/07/2010,23/11/2015
SC0013471,Active,SL,19200. STREET LIGHTING MATERIALS,LAMP S100W CLEAR GES,SC0013471,16/07/2010,23/11/2015
SC0013477,Active,SL,19200. STREET LIGHTING MATERIALS,COVER TYPE5 POST TOP,SC0013477,16/07/2010,23/11/2015
SC0013480,Active,SL,19200. STREET LIGHTING MATERIALS,"COVER,LIGHT FIXTURE,DISHED,CLEAR;OPTISPA",SC0013480,16/07/2010,23/11/2015
SC0013484,Active,SL,19200. STREET LIGHTING MATERIALS,"COVER,LIGHT FIXTURE,FLAT,CLEAR;OPTISPAN",SC0013484,16/07/2010,23/11/2015
SC0013485,Active,SL,19200. STREET LIGHTING MATERIALS,"COVER,LIGHT FIXTURE,FLAT,CLEAR;ROADSTER",SC0013485,16/07/2010,23/11/2015
SC0013594,Active,SL,19200. STREET LIGHTING MATERIALS,NARROW FLOODLIGHT PED CROSSING,SC0013594,16/07/2010,23/11/2015
SC0013595,Active,SL,19200. STREET LIGHTING MATERIALS,WIDE FLOODLIGHT PED CROSSING,SC0013595,16/07/2010,23/11/2015
SC0013967,Active,SL,19200. STREET LIGHTING MATERIALS,WATCHMAN SECUIRTY ASSEMBLY,SC0013967,16/07/2010,23/11/2015
SC0013968,Active,SL,19200. STREET LIGHTING MATERIALS,WATCHGUARD,SC0013968,16/07/2010,16/07/2010
SC0014108,Active,SL,19200. STREET LIGHTING MATERIALS,4 Bolt Assembly Foundation,SC0014108,21/07/2010,21/07/2010
SC0014757,Active,SL,19200. STREET LIGHTING MATERIALS,"INSULATOR,STANDOFF PORCELAIN TIE TOP",SC0014757,16/07/2010,16/07/2010
SC0014770,Active,SL,19200. STREET LIGHTING MATERIALS,4.5M BPM Pole (Black),SC0014770,16/07/2010,23/11/2015
SC0014887,Active,SL,19200. STREET LIGHTING MATERIALS,WATCHMAN GLARE SHIELD,SC0014887,15/07/2010,23/11/2015
SC0015325,Active,SL,19200. STREET LIGHTING MATERIALS,"BLANKING PLUG,for major rd luminaire",SC0015325,6/09/2010,4/04/2012
SC0015353,Active,SL,19200. STREET LIGHTING MATERIALS,"BOLTS FOR SLIP BASE;M36,STEEL GDE 8.8",SC0015353,21/07/2010,4/04/2012
SC0015354,Active,SL,19200. STREET LIGHTING MATERIALS,SHEAR WASHER SLIP BASE,SC0015354,21/07/2010,21/07/2010
SC0015530,Active,SL,19200. STREET LIGHTING MATERIALS,4.5M GREEN ESTATE POLE,SC0015530,21/07/2010,23/11/2015
SC0015531,Active,SL,19200. STREET LIGHTING MATERIALS,Nostalgia Spigot Adaptor,SC0015531,15/07/2010,23/11/2015
SC0015534,Active,SL,19200. STREET LIGHTING MATERIALS,BRACKET NOSTALGIA GREEN,SC0015534,15/07/2010,23/11/2015
SC0015819,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #0  BLACK ON WHITE VINYL,SC0015819,21/07/2010,21/07/2010
SC0015820,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #1  BLACK ON WHITE VINYL,SC0015820,21/07/2010,21/07/2010
SC0015821,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #2  BLACK ON WHITE VINYL,SC0015821,21/07/2010,21/07/2010
SC0015822,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #3  BLACK ON WHITE VINYL,SC0015822,21/07/2010,21/07/2010
SC0015823,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #4  BLACK ON WHITE VINYL,SC0015823,21/07/2010,21/07/2010
SC0015824,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #5 BLACK ON WHITE VINYL,SC0015824,21/07/2010,21/07/2010
SC0015825,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #6 BLACK ON WHITE VINYL,SC0015825,21/07/2010,5/04/2011
SC0015826,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #7 BLACK ON WHITE VINYL,SC0015826,21/07/2010,21/07/2010
SC0015827,Active,SL,19200. STREET LIGHTING MATERIALS,POLE NUMBER - #8 BLACK ON WHITE VINYL,SC0015827,21/07/2010,21/07/2010
